author,comment,likes,published_at
@mythesaarya1303,Sehat selalu ka fery irwandi...,0,2025-12-06T05:47:23Z
@StoryLuarDunya,terimakasih orang baik,0,2025-12-06T05:47:23Z
@cakomennemokac5915,"Sebutin nama penjabat ""idaman"" kalian di komentar.",0,2025-12-06T05:47:06Z
@waknganu,"Hari ini banyak hal yang kita tahu dan harus kita sadari bahwa ketika bencana itu datang, siapa sebenarnya KITA, saya bukannya tidak percaya dengan pejabat yang di beri kepercayaan, hanya saja sejak dulu dari pemerintahan awal hingga hari ini bahwa PEMIMPIN itu di beri KEPERCAYAAN dan MANDAT utk MENJAGA & MELINDUNGI NEGERI ini dan RAKYAT, pertanyaannya SIAPA YANG DI DAHULUKAN? DI PRIORITASKAN, RAKYAT atau pejabat di pemerintahan?.

SAUDARA KU SADARLAH..., esok KALIAN harus tahu bagaimana MENYIKAPINYA.

Aku di sini sekedar mengingatkan, sebentar lagi akan ada SESUATU dari TIMUR, ""hadiah"" buat para orang orang yang hanya mementingkan kekayaannya yang di peroleh dengan cara TIDAK BENAR atas NEGERI INI, BISMILLAH AMIN AMIN AMIN ALLAHUMMA AMIN",0,2025-12-06T05:47:00Z
@Khamila96,"Bang, makasih ya... Bangga aku hidup satu generasi denganmu.",0,2025-12-06T05:46:54Z
@adinmahruf5997,"bajingan, divideo sperti ini, amal dn kpedulian masih ada komen dr akun² judol.. 
bajingan kalian semua, BANGSAT.. 
Terkutuklah para penebar judol.. anjing bangsat",0,2025-12-06T05:46:53Z
@walet5994,Bravo bang Ferry & kro untuk kemanusiaan.,0,2025-12-06T05:46:51Z
@yudakaka9058,"Ya ALLAH, ini yang di bilang gak mencekam, tolong para pejabat dan pemangku kepentingan buka mata kalian, datang lah kesini, jangan main pinggiran kota ajaaa woiii, itu saja mobil truk masih melayang di atas genteng orang, belom sama sekali ada tanda2 evakuasi dari kalian...terima kasih bang fery, sehat2 buat bang ferry dan tim relawan, semoga ALLAH membalas kebaikan kalian semua dengan pahala yang berlipat ganda. Aamiin",0,2025-12-06T05:46:50Z
@UmiLatifah-d4f,"Inilah representative anak muda yg sebenarnya
Bukan wapres gibran yg nol action",0,2025-12-06T05:46:48Z
@reonavp7016,"Sedih banget rasa nya liatnya, apalagi pas bagian 13:30 nangis rasanya pas denger bang fery ngomong, semangat terus bang fery doa terbaik untuk kalian para relawan",0,2025-12-06T05:46:20Z
@lerry733,"Saya punya pesan buat bang ferry dan kawan"", kalaian jangan lupa jaga diri dan kesehatan jangan sampai kenapa"", jangan lupa istirahat semoga lekas membaik",0,2025-12-06T05:45:42Z
@majelisbahagia8941,Yang jual bensin itu dari china?,0,2025-12-06T05:45:16Z
@UpgradeDiriLebihBaik,"Apa susahnya buat Pemda Konoha, baik Kabupaten dan Provinsi di Konoha masing-masing Salurin Dana Tak Terduga ngasih 10 Milyar per Titik Bencana. 
Apalagi Sekelas Negara, apa susahnya sih, emangnya harus ada Status Bencana Nasional baru ngasih Bantuan? 
Emang Istana itu udah dipenuhi orang2 Muka Tebal dan Nggak Punya Otak dan Apalgi Nurani. 
Ditambah lagi perusahaan2 sekitar Bencana, apa nggak ada dana CSR untuk Bencana kyak gini? 
Konglo2 dan Istana emang dipenuhi manusia BANGSAT!! 
Uang Triliunan ada, tapi ada Bencana malah Harus Masyarakat gk Berduit yg Turun Tangan. 
BANGSAT BAJINGAN!!! 
Para Pendiri Bangsa Malu Melihat Sifat Kalian!! 
Ini di Negara Konoha Ya...di Negara Antah Berantah...",0,2025-12-06T05:44:58Z
@arieframadan3991,nangis aku ya allah😢 bertahan ya,0,2025-12-06T05:44:04Z
@windichaokliyani862,"sakit hati bgt lihat pusat, banyak bgt yg bisa kita bahas. intinya kok bisa sampe hati gabuat keputusan bencana ini ""bencana nasional"", padahal keputusan ini sekrusial itu. jelas jelas daerah ga cukup mampu buat mengatasi daerahnya masing-masing. nasional jelas harus bantu secara jor-joran, udhpun nasional bantu (ini dalam konteks pemerintahan ya) belum tentu juga secara menyeluruh membantu, udh banyak negara nawarin bantuan, tapi emang aksesnya gadibuka. muak bgt sumpah",0,2025-12-06T05:43:58Z
@muhammadmuamar7372,"Wowo sama pembantunya malah kampanye, gila semua emang.",0,2025-12-06T05:43:56Z
@rohayadi83,"Beranikah pak Bowo mecat Luhut ? Bahlil ? & Raja Juli ?
.... Tanyakan pada rumput yg bergoyang 😅",0,2025-12-06T05:43:53Z
@duxetone5547,"Terima kasih bang ferry, semoga ketulusan bang ferry kekal selamanya",1,2025-12-06T05:43:50Z
@71DaLa,1 liter bensin 200 ribu eceran  👀,0,2025-12-06T05:43:43Z
@sadakata,doa terbaik untuk bang fery & Team,0,2025-12-06T05:43:39Z
@xxxkkalaaaa,TERIMA KASIH.... ❤,0,2025-12-06T05:43:32Z
@fatamorgana328,salut gw menitis air mata melihat orng baik membantu korban bencana.,0,2025-12-06T05:43:27Z
@whiteson6986,Yang bilang cuman parah di sosmed orangnya ikut ga? atau cuman ngopi dikantor sambil tiktokan 🗿,1,2025-12-06T05:43:27Z
@AlifAminudin-j1r,Anjink keren Banget Luh bang Sumpah,0,2025-12-06T05:43:23Z
@kcebonk69,"Saya yakin kedepanya bnyak orang2 seperti fery. Saya yakin.. 
sehat2 Indonesiaku. Sehat2 para relawan yg terlibat di bencana ini.",1,2025-12-06T05:43:21Z
@Ayeh07,"Bang fer, kalau orang2 baik seperti bang fer dan temen-temen tidak masuk ke pemerintahan aku pikir negara ini akan terus menzolimi rakyat kecil . . Para pejabat negeri ini sudah seperti iblis, tidak memiliki nurani... kita semua memimpikan negeri ini di pimpin oleh orang-orang baik seperti bang fery",0,2025-12-06T05:43:18Z
@hersalhersal8779,"Terima kasih rakyat Indonesia, bang ferry, insha ALLAH menjadi amal jariah bekal akhirat, aamiin ya ALLOH",1,2025-12-06T05:43:12Z
@Kanarebirth,"Halo Saudara - Saudara kami di Aceh. Kami tidak pernah melupakan kalian, meskipun hanya sedikit yang bisa kami berikan tapi setidaknya itu semua harta yang kami miliki. 

Semoga kedepannya, Negri ini lekas membaik. Dari kami, Seluruh lapisan masyarakat Negri ini ❤",71,2025-12-06T05:43:12Z
@gubthamp,sebagai orang yang baru memulai idup real ASN gw jujur lebih bangga dan respect sama seluruh plan hidup yg loe perjuangan bang....,0,2025-12-06T05:43:06Z
@IrfanHunaefi39,FERRI IRWANDI ini JAGO BANGET MENDRAMATISIR SESUATU BIAR TERLIHAT BENAR BENAR.. ASUDAHLAH..,0,2025-12-06T05:42:48Z
@Alex5678Ghkl,"Knpa sih GK jadikan status darurat nasional, aneh kan dimna ada daerah yg blm trjamah oleh pemerintah daerah atau pusat, yaallah GK trbayang gmna rasanya yg blm makan beberapa hari, cukup mprihatinkn, soma dgan perantaranya saudara Ferry dan tim bisa mnjangkau titik2 yg blm terima bantuan logistik, sehat selalu Ferry dan tim",0,2025-12-06T05:42:28Z
@AyampotongMazEddy,"Respect, Inilah Indonesia dg filosofi gotong royong & saling membantu",0,2025-12-06T05:41:59Z
@AlstrCrowley,"nangis gua.. makasih banyak orang orang baik, kalian semua hebat !",101,2025-12-06T05:41:54Z
@Harkannajaya,Sabar ya ❤❤❤,0,2025-12-06T05:41:48Z
@Harkannajaya,Alhamdulillah ❤❤❤,0,2025-12-06T05:41:25Z
@faker55555,Dan para pejabat bilangnya ah itu cuma kacau di sosmed di tempat kejadian tidak separah itu jancok lah asem itu duit haram ga mau keluar apalagi duit halal nya cok😂,0,2025-12-06T05:41:23Z
@setyawidyatmaka6180,4:46 itu perkebunan sawit semua ? penduduk disana tanam itu semua ya ? Apa cuma PT saja ?,1,2025-12-06T05:41:22Z
@oknum1993,merinding sedih bangga punya orang seperti bang ferry,0,2025-12-06T05:41:21Z
@dimasdwinugroho,😢,0,2025-12-06T05:41:13Z
@pinkymanlyman,bensin 200rb seliter? 😮,0,2025-12-06T05:41:07Z
@andryfanatistik8646,"Gw lebih nyorotin bensin 1 liter 200 ribu , gila sih ini mah masih masih nya aja gak jera dengan kelakuan",0,2025-12-06T05:41:00Z
@Potato012-e7j,"buat orang Kalimantan yg baca ini tolong kalian bergerak kalian jangan cuma diam,sebelum semua terlambat..klo sawit semakin luas tinggal nunggu giliran aja kalian😭😭",0,2025-12-06T05:40:52Z
@yessihasna,Bang Ferry tolong sehat terus ya. Terimakasih atas semua bantuan dan perjuanganmu untuk negeri ini❤,1,2025-12-06T05:40:47Z
@MuhamadAzizPrasetyo,Terima kasih,0,2025-12-06T05:40:43Z
@saint9717,Makasih banyak baangggg😢,0,2025-12-06T05:40:40Z
@JeanSandro-r5k,"Bang Feryyy.. lu emang real definisi malaikat tak bersayap.. makasih bang fery dan tim.. 
Tuhan berkati kalian berlimpah²..❤❤",0,2025-12-06T05:40:36Z
@diahirmusalim9973,"Uda raja mangkrak, memberikan konsesi huta 55 juta hektar tanggung jawab seluruh keluarga, Atas kerugian rakyat dan baik moril maupun materil, mohon tanggung jawab seluruh korban banjir, atas keserakahan yg dilakukan Rezim",0,2025-12-06T05:40:24Z
@SulisCantik-c6c,mau nangis bgt gw nntonnya pas banv fery lgi ngumumin sumbangan,0,2025-12-06T05:40:17Z
@rohayadi83,Semoga Allah segerakan  azab u/ para mafia & koruptor d negeri ini  !,0,2025-12-06T05:39:57Z
@TheHartati27,"Jaga kesehatan bang Ferry dan Tim, doa kami semuaaa...untuk masyarakat yang terdampak.",0,2025-12-06T05:39:55Z
@apaaja7657,Lu bukan seorang paham sekali agama lu bukan seorang yang di anggap sangat baik. Tp lu orang yang bisa memanusiakan manusia. Keren lu bro. Allah pasti sayang banget dengan lu bro.,704,2025-12-06T05:39:40Z
@workwithomjek,makasih ya fer ... sehat2,0,2025-12-06T05:39:08Z
@Kevin-zv9eb,"4:57 liat gila isi sawit semua, astagfirullah",0,2025-12-06T05:39:03Z
@BoyZifamily,Tetapkan bencana nasional,0,2025-12-06T05:38:56Z
@jatmikorizky890,WARGA BANTU WARGA !,0,2025-12-06T05:38:55Z
@AsmaulNiam-vv5by,"Semoga bang ferry sehat selalu.indonesia sangat membutuh kan bang ferry,, sat set.jelas.gak lambat.",0,2025-12-06T05:38:52Z
@avidandykrisna5218,"Makasih banyak bang ferry, semoga di beri kesehatan terus bang",0,2025-12-06T05:38:28Z
@bagemana-yt,"Tidak ada kata yang bisa mewakili, intinya terima kasih Bang. Sehat-sehat teruuuss",0,2025-12-06T05:38:19Z
@hidayatsikumbangrahmat7620,Alhamdulillah😊 allahumma sholli'ala muhammad wa 'ala aalliii muhammad😊,0,2025-12-06T05:38:17Z
@cahndesocahndeso4250,Doaku buat sodaraku🤲🤲🤲😭😭,0,2025-12-06T05:38:03Z
@Amelia-if6hg,Tuhan berikan saya kekuatan untuk melakukan hal seperti mas fery.,0,2025-12-06T05:37:59Z
@nyaitingtingstory,"Mau bilang aneh tapi nyata
Mau bilng nyata tapi kaya enggak mungkin mobil berat bisa posisinya begtu kalo manusia enggak bakal bisa
Cuma air yang bisa begitu
Padahl cuma air ..... kok tenaganya kuat banget ya air",0,2025-12-06T05:37:53Z
@dibalik_cerita05,Semoga suatu hari gua bisa join malaka❤,0,2025-12-06T05:37:49Z
@doniBijiKetapang,"melihat ada truk di atas truk begitu menandakan betapa kuat nya arus banjir hingga bisa mendorong/membawa truk sebesar itu,  tidak bisa dibayangkan bagaimana kondisi korban yang terbawa arus. dari hal ini saja kita bisa tau betapa mencekamnya kondisi saat bencana terjadi ataupun setelahnya.",224,2025-12-06T05:37:47Z
@RikiFebrianto-nv9ee,"Bang kenapa media tv  nasional tidak mau menampilkan gambar seperti yang ada di media YouTube abang, apakah Prabowo juga seperti Jokowi melarang media nasional menampilkan dampak  riilnya bencana. Dan kenapa tidak ninamakan  jadi bencana nasional?",0,2025-12-06T05:37:36Z
@grant8127,Makasih para donatur! Dari rakyat untuk rakyat,0,2025-12-06T05:37:36Z
@hayyuuu456,Semngat bg smga Slalu dlam lindungan allah ❤,1,2025-12-06T05:37:23Z
@SusantiAja-v7n,Makasih bang moga Allah membalasbkebaikan mu,0,2025-12-06T05:37:04Z
@idrussalam4002,Pokoknya kep BNPB gak ada otak,0,2025-12-06T05:36:55Z
@mochsyaifulrizal197,SUPER RESPECT Warga Sipil Garis Lurus,0,2025-12-06T05:36:47Z
@Mukidi8765-p3f,Kebangkitan satrio2 piningit,0,2025-12-06T05:36:41Z
@dikikasep1403,"Kalau tanpa sesama rakyat gimana nasib saudara2 kita ini karna di situasi seperti ini para pejabat nya seakan menutup mata.
Terima kasih orang2 baik semoga sehat selalu",0,2025-12-06T05:36:41Z
@RezaFani-e2w,"Kita butuh pemimpin yg kejam tdk punya hati untuk menangani korupsi bukan pemberani tapi KEJAM. untuk calon"" berikutny kalo g kejam jngn dipilih dah. Ap lagi ayam sayur jngan di pilih.",1,2025-12-06T05:36:16Z
@Sukacita-o2h,"❤❤❤❤ terimakasih untuk orang2 #baik yg telah membantu dgn hati nurani serta ketulusan. Bertambah-tambah #BERKAT utk semuanya,amin.",0,2025-12-06T05:36:04Z
@ahmadi5945,"Ak bisa sambil nangis ini ngrampungin nonton ini bwang... sedih sekali rasanya, inget dulu pernah menjadi korban yg selamat dari gempa 2006 di jogja 🤧😭😭😭😭",0,2025-12-06T05:35:51Z
@trisembiring9820,"Bung Ferry Trimakasih Banyak banyak banyak sekaliii,,, Sehat selalu orang baik",1,2025-12-06T05:35:49Z
@AstiSulastri-v5n,we proud of u bang ferry🥹,1,2025-12-06T05:35:25Z
@achmaddanj3n686,Thanks!,1,2025-12-06T05:35:16Z
@Animalsmixup,"indonesia kyk ga punya pmerintah. giliran naikin pajak,, muncul dimana mana. giliran bencana gara2 ulah peemerinth, cuma nongol buat foto2 manggul beras, trs sorenya ke kondangan di PAdang. APAAAAN COBAA??",0,2025-12-06T05:35:14Z
@javagamesstation4427,No komen. Thanks Fer,0,2025-12-06T05:35:06Z
@NafariBahlil,Semoga tetap tabah🙏,0,2025-12-06T05:35:02Z
@Wanndii03,Sehat sehat terus pahlawan kemanusiaan ❤❤,0,2025-12-06T05:34:56Z
@juditlim82,"Buat RI 1..
Tolong jadikan Bencana Nasional..
Kasihanilah Rakyatmu kelaperan dan kehausan berhari"" terisolasi..
Tolong segera kirim bantuan, kebijakan, attention utk korban..
Jangan dengarkan orang"" sekitar anda yg blg bahwa semua ini baik"" saja..
Darurat Emergency..!!!
Untung ada bang Ferry dan kawan"" relawan yg turun kesana jd kita bisa tau keadaan d sana..
Kalo ga mgkn kita d bodohi oleh statement bahwa semua ini baik"" aja..
Makasih Bang Ferry dan semua relawan, TNI, Polri, Masyarakat Indonesia..
Sehat dan berkah selalu Dunia akhirat..
Rakyat Bantu Rakyat..!!!
I'm so proud of Indonesia..
🇮🇩🇮🇩🏴‍☠️🇮🇩🏴‍☠️🇮🇩🇮🇩",26,2025-12-06T05:34:43Z
@WiRan-c8p7e,"Semangat terus bang semoga warga"" yg terkena musibah di berikan ketabahan",2,2025-12-06T05:34:39Z
@ks-to2ei,"semoga ada nitizen yang mengumpulkan/me-list nama2 pejabat/ siapa pun yg men""down grade"" bencana di sumatra & aceh, dan di buat video-nya. sebagai pengingat untuk pemilu yg akan datang.
warga yang terdampak....monggo loh kalo mau ngeludahin mereka komen aneh2 atau penyebab terjadinya bencana ini apabila mrk datang.",0,2025-12-06T05:34:35Z
@052_adipramono3,PRABOWO TIDAK TAU KONDISI NYATA DI LAPANGAN KARENA DIBUNGKAM OLEH BUNA TEDDY,0,2025-12-06T05:34:32Z
@PekanbaruETOS,""" sangat mencekam hanya di media sosial "" statment manusia2 anjink yang mulutnya haruanya di sumpal pake lumpur banjir , 
Thank u Da Ferry kepedulian mu sangat2 menyentuh nurani",0,2025-12-06T05:34:28Z
@Storymeme22,SEHAT2 BANG FERII 😢,0,2025-12-06T05:34:01Z
@unbkgaming2334,anak anak kecil disana gimana bang mentalnya ? 😢,0,2025-12-06T05:33:56Z
@ulviaaa,"kuat ya saudara-saudaraku. secepatnya bangkit, pulih, dan yg hilang diganti berkali-kali lipat",0,2025-12-06T05:33:44Z
@Jayz-c5h,"View drone bang, sungguh mengerikan 😮😢🙏",0,2025-12-06T05:33:40Z
@amisajja5478,👍,0,2025-12-06T05:33:39Z
@njremci2,Memang Asu itu bang yang bilang cuma mencekam di social media,0,2025-12-06T05:33:35Z
@SandiSaputra-v5z,Rakyat bantu rakyat untuk apa pajak kita sama pemrintah kalo kek gini,0,2025-12-06T05:33:30Z
@kikiazzahra3740,Ga nyangka si bewok ini suka kucing,0,2025-12-06T05:33:27Z
@shaefulbhahri2450,shit bro ngomong ini baik baik ajah goblok sih.,0,2025-12-06T05:33:26Z
@shanov21,Jangan lagi bilang daerah terisolasi. Itu bukan daerah pelosok yang butuh waktu tempuh berjam jam. Jalannya itu sudah lancar tanpa hambatan. 😂 Terimakasih pada seluruh anggota TNI yang sudah bekerja keras menghubungkan kembali semua daerah terdampak dan terus bekerja keras membantu evakuasi di daerah pelosok yang benar-benar terisolasi. 😊,0,2025-12-06T05:33:14Z
@rifimo,Semoga tidak ada yg nyari2 kesalahan atau memframing buruk gerakan relawan-relawan ini.,0,2025-12-06T05:33:11Z
@SofiRizqi,"Gue ikut berterima kasih 
Lu keren bang 😢",0,2025-12-06T05:33:01Z
@harysave5325,"pertanyaan 1, kemana perginya partai politik berbagai warna, dalam situasi seperti ini ?",0,2025-12-06T05:32:59Z
@shylightness,"Terimakasih bang fer semoga bisa menembus wilayah terpencil.. Pedagang jgn menaikkan harga walaupun mungkin naik harga biar stoknya terjaga jdi yg beli sedikit/teori supply and demand, gw baca berita kayu2 gelondongan udh ada yg jual.. Sumatra alamnya indah banget loh",0,2025-12-06T05:32:42Z
@bestalimdelvis,Panjang umur org2 baik.. panjang umur perjuangan..,1,2025-12-06T05:32:40Z
@ayahzikra6757,"Assalamu'alaikum bung Ferry Irwandi salam Hormat saya, semua yang bung Ferry lakukan dalam membantu kami masyarakat Aceh hanya ALLAH SWT yang dapat membalasnya, ALLAH SWT merahmatimu saudaraku. Sehat wal'afiat panjang umur dan dimudahkan dalam segala urusannya dan diluaskan rezekinya dari segala arah aamiiinnn ya Allah ya rabbal 'alamiiinnn 🤲. Thank you so much bung FERRY IRWANDI 🤲👍🙏♥️✊💪 💯",0,2025-12-06T05:32:37Z
@Al_BarokahJogja,"G kebayang hidup mereka dimulai dari NOL lagi, rumah hancur, kendaraan hancur, kampung halaman hancur, baju2, alat transportasi, segala keb hidup musnah semua..",0,2025-12-06T05:32:29Z
@fathirpratama,Emang kita cuma punya satu sama lain sebenarnya. Kaga punya tuh kita pemerintah makan ta*,0,2025-12-06T05:32:28Z
@ardiansyahdiwiryo7170,PEMERINTAH TAI,0,2025-12-06T05:32:21Z
@Tanbaro-n6j,PEMERINTAHAN IBILIS..... WO KEMANA LU,0,2025-12-06T05:32:16Z
@asdqwePRO,pemerintah bangsat,0,2025-12-06T05:31:58Z
@NurJannah-oc1ej,"Ini menteri"" yg kemarin bilang bencana cuma mencekam di sosmed aja pak melek pak. Punya mata itu di pake .
Punya pejabat memalukan nggak punya empati  sama sekali. Mending mundur aja tu dari jabatan.",0,2025-12-06T05:31:54Z
@penontonbola8102,Pemerintah mestinya malu melihat ini..,0,2025-12-06T05:31:54Z
@arifwibowo5280,13:59 PEMERINTAH EMANG TXLXL,0,2025-12-06T05:31:51Z
@suciaditriyono,Thanks!,1,2025-12-06T05:31:44Z
@patchworkart,"Innalillaah.....
AllaahuAkbar!",0,2025-12-06T05:31:37Z
@RirinRirin-s9r,Srungsepin k lumpur itu bang yg ngomong cm mencekam d media sosial,0,2025-12-06T05:31:19Z
@melisa8319,Bang bisa gak saya jadi relawan caranya bagaimana saya dulu jadi relawan dapur gempa cianjur,0,2025-12-06T05:31:08Z
@Raffqz,Buat temen-temen di Sumatera yang menggunakan kartu XL bisa claim bantuan berupa kuota internet dengan aktivasi *505# jika menggunakan Smartfren bisa Aktivasi di *877#,2,2025-12-06T05:30:59Z
@gandhi1818,"mashaaAllah bermakna sekali hidup yang cuma sekali ini bang Ferry, yuk abis bencana banjir di sumatra mari kita niatin untuk rutin donasi utk 1 bibit pohon utk reboisasi, untuk menghijaukan lagi alam yang rusak, entah gimana caranya, mungkin sulit, tp ngga ada yg ngga mungkin apalagi dengan seluruh rakyat Indonesia bergerak. bless you all.. aamiin",0,2025-12-06T05:30:54Z
@fathirpratama,Pejabat tolol emang yg bilang membaik,0,2025-12-06T05:30:47Z
@sutrisnoadit4359,"Ini biang kerok perusak hutan ,harus di tindak tegas ,klo pemerintah pemerintah nggak bisa mengatasi perusak hutan pemerintah sidak bobrok",0,2025-12-06T05:30:44Z
@fennydiana2336,"Aku merinding dengar bapaknya bilang minum dari air banjir. YaAllah. Semoga Allah berikan bapak ibu dan saudara semua yang terdampak banjir, kesehatan,  keberkahan hidup, dan rezeki yang berlimpah, segala hal yang telah hilang figantikan dengan yang lebih baik. 😢 wahai para pejabat lihat lah penderitaan rakyat kalian.",0,2025-12-06T05:30:40Z
@joamatir,"Keren dalam kebaikan Om satu ini. Terus berjuang om Fery. Sy Tak lelah bantu Doa agar Fery selalu sehat, terus diberi kemudahan dan lancar selalu. Aamin",1,2025-12-06T05:30:37Z
@wachuwantt,udah seminggu tapi kenapa Pemda Pempus ga ada tindakan yg langsung merangkul mereka membantu atau setidaknya bareng masyarakat yg kena musibah?,0,2025-12-06T05:30:31Z
@GendutNdut-c8o,"Bang Ferry tolong di tanyain ke masyarakat juga, Apakah hutan lindung yg di gundulin dan dijadikan lahan proyek atau perusahaan oleh oknum -oknum para pejabat yg bekerja sama dengan pengusaha atau oligarki itu, masyakat turut ikut andil untuk menyetujuinya...???",0,2025-12-06T05:30:18Z
@palugadaonline9618,"Menetes air mata seketika di menit 13.40 😢
Ya allah, lindungilah saudara kami disana, Cepatlah pulih Indonesiaku ❤😢😢",0,2025-12-06T05:30:16Z
@randirachmad936,Lu keren bang,0,2025-12-06T05:30:01Z
@papahnadhifa661,Tangkap orang yang memberi izin tambang dan penebangan hutan secara membabi buta.saya yakin penguasa sebelumnya terlibat di balik ini semua,0,2025-12-06T05:29:53Z
@JSS77,Yah mencekam di somed.. Sebab terlalu sering HOAX yang ada di sosmed +62 mau itu dari pemerintah atu.... Warganya sendiri.... Mau gaimana ga dapat dimungkiri lagi.... Kalok kita juga pengemar berita yang dibumbui berlebih.... Jadi sesiapa yang merasa pedesnya... Dialah makan cilinya....,0,2025-12-06T05:29:33Z
@afifjaf,"Terimakasih bang saya bangga dengan anda, ikut sedih ikut terharu melihat video ini. Doa terbaik buat saudara kita semoga semua lekas membaik",0,2025-12-06T05:29:32Z
@DannesKhawarizmi,"Ini harusnya kerjaan pejabat, mereka harusnya malu.",0,2025-12-06T05:28:56Z
@rachmatfudholy1499,"Cuma mencekam di sosial media, that's deep",0,2025-12-06T05:28:48Z
@balapadang2209,Rakyat himbau turut membantu yang kena musibah  enak juga yang dinikmati hasil hutan dan tambang tak membantu rakyat korban banjir dan longsor mereka pelaku sudah tak muncul membantu,0,2025-12-06T05:28:47Z
@aisyahfitria6898,"Bener prediksi saya bencana banjir itu sudah pasti sulit air bersih.. tapi gak bisa membayangkan kalau sampai2 warga di sana yang terkena dampaknya sampai minum dari air banjir.. Astagfirullah.. harus ada yang tanggung jawab akibat banjir ini.. Semoga bang ferry dan team selalu dijaga dan diberikan kesehatan.. dan Semoga masyarakat Aceh, dan Sumatera tetap kuat dan semoga air bersih didapatkan kembali.. Aamiin..",4,2025-12-06T05:28:36Z
@arielbee2248,"Ya Allah, semoga saudaraku di Sumatera yang terdampak banjir dan longsor diberikan kekuatan dan kesabaran..

Terimakasih bang Fery Irwandi",12,2025-12-06T05:28:17Z
@kaolrhes,"5 orang anak keponakan tante gue di tamiang meninggal gara2 kelaparan, gue ga ngerti lagi selambat apa bantuan mereka belum lgi korup barang2 bantuan",1,2025-12-06T05:28:07Z
@ShotOnThirteen,"Gila, itu ga mudah perjuangannya, gw salut bro. Sehat selalu kawan2 relawan",0,2025-12-06T05:28:02Z
@Mase-km8ws,"Semoga bang Fery di beri kesehatan,,dari rakyat untuk rakyat,,bakal dikenang sama warga situ,semoga bang Fery nyampai tempat konten kreator jaguar sniper ,yg rumahnya abis dan belum ada bantuan masuk,",0,2025-12-06T05:27:45Z
@AmirFarizal-x2i,Mantap om,0,2025-12-06T05:27:37Z
@srinilawati2958,Sehat dan semangat ananda Ferry dan tiem ❤,0,2025-12-06T05:27:34Z
@berbijidua,"For all the great things you've done and achieved, just a reminder: you promised your wive to not to smoke there...",0,2025-12-06T05:27:31Z
@donny.a.ginting164,"Terimakasih bg ferry, sudah membantu keluarga dan masyarakat di kampung halaman saya, Langkat.",0,2025-12-06T05:27:25Z
@agusnurdiansah2419,"Sehat sehat selalu bung fery dan rekan rekan..
Semoga allah balas dengan yang lebih baik.",0,2025-12-06T05:27:00Z
@HoaxDetector,"Terima kasih sodara, sehat terus dan panjang umur..❤",0,2025-12-06T05:26:54Z
@argiasrimustika6867,"Yg mau nntn ini, ambil dulu tisuue yah gais 😭😭😭 apalg menit2 akhir, g kuat 😭😭😭",0,2025-12-06T05:26:35Z
@yeko_naga,"21:40 dimana letak kondisi yang aslinya membaik itu..??
katakan sekali lagi, coba kau katakan sekali lagi.
Kondisi pasca bencana yang kau bilang aslinya membaik itu tidak seperti yang kau bayangkan.
Kata² yang dengan gampangnya kau ucapkan, akan menjadi sebuah kebohongan.",2,2025-12-06T05:26:34Z
@vanokatuuk,Kong dong bilang bukang bencana nasional?,0,2025-12-06T05:26:33Z
@irularulanam,Cuman pemerintah gimna yaaa seharusnya negara hadir untuk semua,0,2025-12-06T05:26:29Z
@istarahmanissa7934,Nangis banget pas bang ferry bilang “Bertahan ya bapak/ibu” 😭,1,2025-12-06T05:26:22Z
@tacikkusumawati7578,"TUHAN
terimakasih atas anugerah-MU
orang orang baik yang peduli sau da ranya
Memanusiakan manusia dan tak kenal lelah… 
Terima kasih up date nya mas Ferry…
Agak lega juga tim mas ferry udah sampai di lokasi bencana yg sangat terisolasi …..
Semoga cuaca mendukung dan Diberkahi ALLOH …",0,2025-12-06T05:26:15Z
@amja8992,"makasi buat bg ferry irwandi sekeluarga teman, komunitas, siapapun yg membantu sumatra, semangat buat kalian semua semoga kalian sehat selalu dan selalu dijaga dari hal apapun, amiin",0,2025-12-06T05:26:02Z
@arabindorekatama8996,"21:40 quote: ""cuma mencekam di sosial media"" (ucapan seorang pejabat) supaya dituliskan teksnya di scene, lengkap dengan nama pejabatnya",0,2025-12-06T05:26:00Z
@irularulanam,Thanks bang dh amanah....,0,2025-12-06T05:25:45Z
@Hariyanto-z8v,Dasyatnya banjir truk digulung semua,0,2025-12-06T05:25:37Z
@iywj598,"berarti yang si menteri rombongan kemarin itu ga sampe daerah sini ya? gila sih, parah",0,2025-12-06T05:25:35Z
@kadalbuntung2,Mbas yang pake vest level 2 pubg kemaren ikutan sini dong..,1,2025-12-06T05:25:14Z
@WisnuSaputro-up5os,bang semangat ya bang makasih juga udah bantuin jugaa maaff saya dari sini cuman do'ain aja semoga masyarakat sana sama abang sama tim abang selamat dan sehat selalu ya bang 😊😊,1,2025-12-06T05:25:07Z
@NagatoTanjungduren,saya lebih setuju Bung Ferry Irwandi jadi presiden. gak banyak omon. kalau omong juga gak asal jeplak. netral. kita calon aja Bung Ferry Irwandi jadi presiden.,0,2025-12-06T05:25:01Z
@Rojabsugiartorubberfarmer,Semoga saudara saudara kita cepat dapat pertolongan..,0,2025-12-06T05:24:54Z
@Dandzification,"Begini masih dibilang bukan bencana nasional,, miris pemerintah Indonesiasia",0,2025-12-06T05:24:35Z
