author,comment,likes,published_at
@IsmailNew-xf4gw,"semangat bang, sehat-sehat selalu dan info jaket bang 😂",0,2025-12-08T10:11:43Z
@pegangagamakeranaitusiapak576,Selamat berusaha saudara Fery .Semuga Allah memberkati setiap usaha saudara walaupun bkn mudah.In sya Allah..buat lah demi lillahi taala,0,2025-12-08T10:10:42Z
@PEMUDA_SUDAH_TOBAT,"""SAWIT SAMA DENGAN POHON LAINNYA."" Ucap Om Om Gembul Pecinta Kucing.",90,2025-12-08T09:59:23Z
@andilala7239,Ini yang katanya bukan bencana nasional,0,2025-12-08T09:59:04Z
@InsaniChuriyah,"TOLONG DI UP BIAR BANG FERY DAN TEAM BACA. 


Bang Fery sekedar masukkan atau ingatkan. Jgn lupa bang cemilan khusus bayi, karna bayi jg pasti laper dan gak bs konsumsi apa yg dimakan org dewasa. Kalo bs jgn kasih sufor dulu bang, ada baiknya kasih susu uht yg plain ky merk ultramilk dan Greenfield itu aman untuk bayi dibawah 1 tahun.
Sejauh ini yg kulihat khusus bayi baru pempers dan sufor. Cemilan khusus bayi aku blm lihat sama sekali. 
Tolong ya bang Fer, Terimakasih bang 🙏🏻",150,2025-12-08T09:57:10Z
@romafaisal3938,"penanganan dan bantuan dari pemerintah lambat, karna kata kepala BNPB nya ""bencananya hanya mencekam di Medsos""

itu orang ngak pantas jadi kepala BNPB..",0,2025-12-08T09:52:24Z
@bhijerahmat88,"🙏👍SALUT GW BANG SAMA LU KEPEDULIAN LU BEGITU TINGGI SEMOGA SELALU DALAM PERLINDUNGAN ALLAH SWT 🤲

DAN GW MAO KIRIM PESAN BUAT ORANG² YG MEMBUAT SEPERTI INI LU LIAT TUH WAHAI MANUSIA ATAU PERUSAHAN YG TERLIBAT PEMBALAKAN LIAR YG SERAKAH BERAPA RIBU HEKTAR HUTAN YG DI BABAT 
KALAU SUDAH BEGINI LU PADA BELAGA BEGO TUTUP MATA 
TAPI KALIAN INGAT PARA MANUSIA SERAKAH ALLAH PASTI BALAS APA YG LU LAKUKAN KEPADA MEREKA YG TAK MENGERTI APA² YG MENJADI KORBAN BANJIR BANDANG LONGSOR",0,2025-12-08T09:50:36Z
@MagangPRQ,Semangat bg fery dari telkom,0,2025-12-08T09:48:03Z
@Grandula_solid,Sekarang baru terbuka mata semua GEN-Z atau Gen Milenieal atau orang tua yang masih bodohhhh.... klau prabowo itu memang pelanggar HAM...lihat respon dia saat bencana sumatra... dia baru koordinasi besar pada tanggal 07-12-2025 (H+11) setelah bencana..mengerikan. Kalau gak ada INFLUENCER dan Masyarakat bahu membahu maka yg tertimpa bencana nyaris jadi Survival...Dengar kata Gub Aceh klau yg mati bnyak krn kelaparan ditengah cuaca dingin malam. Lihat si Prabowo saat acara Golkar masihhhhh sempat2nya Promosikan SAWIT.. Ngeriiiii... 10000000% PELANGGAR HAM dia itu. Jadi Buka otak mu anak2 muda atau orang tua yang dulunya memang bodoh dan minim literasi alias idiot.,1,2025-12-08T09:44:55Z
@Grandula_solid,Sekarang baru terbuka mata semua GEN-Z atau Gen Milenieal atau orang tua yang masih bodohhhh.... klau prabowo itu memang pelanggar HAM...lihat respon dia saat bencana sumatra... dia baru koordinasi besar pada tanggal 07-12-2025 (H+11) setelah bencana..mengerikan. Kalau gak ada INFLUENCER dan Masyarakat bahu membahu maka yg tertimpa bencana nyaris jadi Survival...Dengar kata Gub Aceh klau yg mati bnyak krn kelaparan ditengah cuaca dingin malam. Lihat si Prabowo saat acara Golkar masihhhhh sempat2nya Promosikan SAWIT.. Ngeriiiii... 10000000% PELANGGAR HAM dia itu. Jadi Buka otak mu anak2 muda atau orang tua yang dulunya memang bodoh dan minim literasi alias idiot.,0,2025-12-08T09:44:47Z
@OppoA15-un6fb,Lebih berguna kau bang di banding kami masyarakat dan pejabat pejabat di Indonesia ini,0,2025-12-08T09:40:50Z
@rizkyy-a18,"Ada juga yang salurin bantuan tapi syaratnya kudu bawa KK dan KTP kalo mau ambil
Nyawa selamat aja udah syukur ya?, ini kok minta syarat KK KTP",0,2025-12-08T09:40:06Z
@misrunrun5499,"Sedih benar sama saudara2 di Aceh,alangkah mahal harga bensin 200 ribu sdgkan di luar daerah 500 rupiah pun gk naik harganya 😭😭",0,2025-12-08T09:34:21Z
@Sakmadik07,"Kalau ada pemilu ga mau lagi gw pilih si omon2, kerja gaje, banyak rekor buruk selamat pemerintahan!, apalagi bawahan menteri nya kerja ga jelas banyak kasus nya,! 😂",1,2025-12-08T09:33:13Z
@yulinestiyarum5489,Kami rakyat Indonesia sangat percaya masyarakat Indonesia. Entah pemerintah di mana??,0,2025-12-08T09:29:14Z
@permanak3265,Emang kalo orang baik jalan nya suka susah,0,2025-12-08T09:28:20Z
@AkuMilikAllahSWT,"📢 Baru kemaren kita sambil tiduran di kasur yg empuk, dengan santainya lewat hp kita menolak pengungsi Muslim Rohingya, dan menghina mereka lewat kolom komentar, dan sekarang kita yg menjadi pengungsi, plus dihina2 di kolom komentar karena ada oknum yg menjarah ⛈️🌊🌪️🌋🏔️.
Ampuni kami ya Allah .. 🌧️ ampuni kami ya Allah .. 🌧️ ampuni kami ya Allah .. 🌧️

ALLAH MAHA BESAR 👑🌏🏔️🌹


----------------------
‎QS. Ṭāhā: 82, yang berbunyi, ""Sesungguhnya Aku Maha Pengampun bagi yang bertobat, beriman, dan berbuat kebajikan, kemudian tetap dalam petunjuk"". 
‎
‎Surat Al-Hijr ayat 49-50, yang berbunyi, ""Kabarkanlah kepada hamba-hamba-Ku, bahwa Akulah Yang Maha Pengampun, Maha Penyayang. Dan bahwa sesungguhnya azab-Ku adalah azab yang sangat pedih"". ⚠️🔥⚔️🌋

‎🏞️💙 “Tidaklah seorang muslim ditimpa rasa letih, sakit, gelisah, sedih, derita, galau, ataukah duri yang menusuknya, kecuali dengan itu semua Allah hapuskan dosa-dosanya.” [HR. Al-Bukhari].
‎🌳🌤️🌸
‎
‎Tidak ada Tuhan, kecuali hanyalah ALLAH ☝️💖👑 dan Muhammad adalah Nabi & Utusan ALLAH 🌳🌦️🏞️ 
‎
‎Washollallahu 'ala Nabiyyina Muhammad wa 'ala Alihi wa Shohbihi wa Sallam Walhamdulillaahi Rabbil 'Alamiin. Wassalamu'alaikum warahmatullahi wabarokatuh 🩵
‎",0,2025-12-08T09:26:09Z
@Sound_Balap_Indonesia.,Pemerintahannya lagi tidur,0,2025-12-08T09:22:30Z
@NiponPans,Bg aceh ùtara sama parahny bg aceh timur juga kota langsa juga bireun aceh pidie sama sekali masih mengharap bantuan darmawan abg2 semua mohong x bg tinjau la kesana daerah langkahan aceh utara.856 kampung  luluh lantak tolong y bg..,0,2025-12-08T09:20:15Z
@DarwisSimbolon-o9s4w,YA ALLAH AMPUNILAH UMMATMU INI JANGAN ENGKAU BERI COBAAN YG SANGAT BERAT SEHINGGA TAKSANGGUP MEMIKULNYA ENGKAU SANGAT MENGETAHUI AAMINNN,0,2025-12-08T09:19:48Z
@ahmadsyaifudinudin-e4y,sehat2 terus bang Ferry dan team 🤲,0,2025-12-08T09:18:55Z
@arrahmatikabalaimansiang3380,"Hati2 jngan sampai rakyat indonesia diadu domba. banyak kpentingan asing/aseng yg ingin kita pecah. Mari kita berperang dengan cara mengganti pemimpin jahat diganti dengan pemimpin baik lewat pemilu nanti. Ingat2 pemimpin yang jahat guys... jangan sampai pemilu nanti dipilih lagi partainya, ganti dengan partai yang benar. Cari partai yang mendukung undang-undang perampasan aset koruptor.",0,2025-12-08T09:18:07Z
@ThatDruidDude,"Dulu ada Joko Widodo, lalu Dedi Mulyadi, sekarang meneruskan perjuangan, Bang Ferry Irwandi. 
Selamat berjuang bang!",0,2025-12-08T09:17:37Z
@rizkyy-a18,"Kemarin aku liat ada yang live di tiktok, 1 gift 1 paket bantuan
Bantuannya bisa pilih kepala sama ceker ayam atau sembako atau apa gitu
Aku kok bingung liatnya ya
Aku skip aja, ga ikut gift",0,2025-12-08T09:17:17Z
@JiwaRaksha,😢😢😢😢,0,2025-12-08T09:16:40Z
@NgatiniStockholm,Thanks,1,2025-12-08T09:15:16Z
@AhmadSaeful-y2l,pejabat yang bilang kalau keadaanya baik-baik saja tu matanya dimana ? truk segede itu aja sampe tumpang tindih bisa bilang baik-baik saja cok,0,2025-12-08T09:10:04Z
@TrinaseptaHermawan,"Bang Fery sehat,smangat,berkah,panjang umur.
Slalu dlm lindungan ALLAH SWT.
di jaga iman Islam Abang..
Amin yaa Allah yaa robbal alamin..🤲🤲🤲",0,2025-12-08T09:07:27Z
@LusiDewi-d2q,Bang ada keponakan namanya marcel gak bang,0,2025-12-08T09:04:51Z
@sasmito272,"""Cuma mencekam di sosial media""",0,2025-12-08T09:01:18Z
@FananAksoni,"Ya Allah..berkali kali saya istighfar dan ucap Alhamdulillah 
Saya berkaca kaca liat perjuangan para relawan mengirimkan bantuan 
Dan lebih terharu lagi saat melihat kondisi para korban 
Ya Allah hanya doa yang bisa saya panjatkan untuk para korban bencana dan para relawan semoga senantiasa dalam lindungan dan penjagaan Allah...semoga secepatnya membaik dan pulih kembali kondisinya di Sumatera dan sekitarnya",0,2025-12-08T09:00:55Z
@JhoniPernando,makasih ferry irwandi dari hati yang terdalam,0,2025-12-08T09:00:41Z
@reggiechristopher1384,Kalau aku nonton di bocor Alus bang ini perkara dana penanggulangan bencana kesedot buat proyek mercusuar MBG.,0,2025-12-08T08:57:36Z
@latiffirmansyah7923,BENSIN 1JT LIMA LITER  😮😮😮😮😮😮,0,2025-12-08T08:55:06Z
@braviacore6430,"terima kasih bang , kmu luar biasa",0,2025-12-08T08:54:16Z
@widsus7191,"Bang harus tetap sehat yaaa, sungguh butuh dirimu dan kawan2 Nakama untuk bantu jaga Indonesia Bang",0,2025-12-08T08:53:03Z
@Madelta,"yang ditangan Ferry itu rokok bukan beras, tapi liat mana yang lebih dipercaya masyarakat? kepercayaan publik itu gak dibangun semalem. gak ada yang bikin narasi menurunkan kepercayaan pemerintah. emang sesimple kalo banyak boong pasti orang juga muak.",0,2025-12-08T08:52:24Z
@OtongMaliki,"Terimakasih bang feri seluruh relawan dan rakyat Indonesia yg peduli dgn musibah sumatera. 
REVOLUSI HARGA MATI UNTUK MASA DEPAN INDONESIA YG LEBIH ADIL MAKMUR SEJAHTERA DAN MAJU !!!!🇲🇨",0,2025-12-08T08:52:11Z
@ahmadhempy,"Terima kasih bang Ferry Irwandi 
Kepsir",0,2025-12-08T08:51:33Z
@rikoagungprasetyo2945,Nangroe aceh darussalam harus merdeka dari indonesia.,0,2025-12-08T08:51:15Z
@angernanitriaswulandari6724,ngelihat bang ferry irwandi luar biasa.. ustadz salim a fillah dan tim juga masyaallah sekali..,0,2025-12-08T08:49:02Z
@gunturputra8140,"bang buka lagi donasinya bang, gua ga sempat ikut donasii 😭😭😭",0,2025-12-08T08:48:14Z
@Jayawijayaa561,Mantab bang Ferry 👍,0,2025-12-08T08:47:02Z
@ratihrizal9752,Sudah sesusah ini masih aja ada oknum² yang memainkan harga...bukannya membantu mala memberatkan.terima kasih bg fery masih ingat dengan Aceh.. soalnya miris banyak juga yang mala mensyukuri dan bilang ini karena azab..miris bacanya,1,2025-12-08T08:45:20Z
@ruslansp8213,"Mohon Pemerintah pusat bantuan armada Darat, Laut dan Udara utk membantu korban bencana.🤲🏻🙏🏻🦧🦧🦧🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",0,2025-12-08T08:38:31Z
@thomvisual7016,bensin 100 - 200rb/liter ? Allahu Akbar T__T,0,2025-12-08T08:37:53Z
@UmiUwaisUmayya,"Tolong pusat logistik nya, jgn di tilap lagi ya, tlg diksh ke masyarakat disana 😢",8,2025-12-08T08:33:55Z
@ruslansp8213,"Segera perbaiki lingkungan dgn ""REBOISASI"" bersama WALHI. STOP!!! Pengrusakan hutan, yg mengrusak hùtan tindak tegas!!!🙏🏻🦧🦧🦧🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",1,2025-12-08T08:30:17Z
@IrmaRiyanti-q5g,"Lebih percaya info dari fery irwandi dibanding narasi yang lain yang bilang sudah teratasi dengan baik padahal nyatanya belum. 
terimakasih bang fery irwandi atas gercep nya penyaluran bantuannya
semoga warga kita disana bisa bangkit, sedih liatnya",5,2025-12-08T08:28:09Z
@andri_purba,mahkotamu tertinggal king 😢😢😢😢😢,1,2025-12-08T08:27:26Z
@ruslansp8213,Mohon diselidiki yg menyebabkan banjir dan kayu gelondongan. Berarti dihululunya terjadi pembalakan hutan secara besar2an. Wajib bertanggung jawab atas kerusakan hutan. Usut tuntas!!!🙏🏻🦧🦧🦧🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,0,2025-12-08T08:25:18Z
@aji26channel,#presiden #prabowo #Ri1,0,2025-12-08T08:24:19Z
@MrDSF-eh9cu,Kucing menghindari wabah dari tikus.,0,2025-12-08T08:23:00Z
@Husniaha,"Salut untuk warga ibukota yg spontan untk menolong warga Aceh.. Alhamdulillah , semoga sukses, berkah dan selamat , warga Aceh tetap semangat..Aamiin",0,2025-12-08T08:22:49Z
@chaumaceyya,lalu fungsinya apa ada pemerintah di sistem kenegaraan ini klo rakyat susah yang hadir pertama kali untuk membantu rakyat juga?,0,2025-12-08T08:22:27Z
@rezzafathendi,mana yang katanya sawit memperbaiki bahan bakar kita buktinya di Sabah sodara kami beli bengsin harganya sampe segitu,0,2025-12-08T08:21:50Z
@WanAbud-007,"To be honest, have you ever deal with real post apocalypse? Or you just watched em in movies? 😂
But I believe that everything you've done there are for the sakes of humanity 🙏",0,2025-12-08T08:20:54Z
@CARI_DiGOOGLE_DEWASURGA,THE REAL WAKIL RAKYAT DENGAN ATAS NAMA RAKYAT INDONESIA! SELAMA ADA BANG FERRY KITA TIDAK PERLU TAKUT UNTUK MELAWAN PEMERINTAHAN YANG TIDAK BECUS!,0,2025-12-08T08:19:13Z
@syahrulfebrianabdurrohman4426,"Yaallahh, kuatkan para korban bencana banjir bandang Sumatra Utara, Sumatra Barat, dan Aceh.",0,2025-12-08T08:17:39Z
@AdeAswita-w8h,Aku ingin x melihat ada yang bagi2 uang untuk anak2 dan mamak2 pasti mereka terhibur sekali. 😊,0,2025-12-08T08:15:17Z
@WahyuDian-si4cw,😭😭😭😭😭🙏🙏🙏❤,0,2025-12-08T08:12:44Z
@dngBalap,Tidak ditetapkan bencana nasional!??? Kemana pemerintah???,0,2025-12-08T08:11:58Z
@erwinwibowo7739,humanity is not dead,0,2025-12-08T08:11:54Z
@kurniatymaga9466,Allah Tahu Allah Jaga,0,2025-12-08T08:10:31Z
@Azkadonk-y7d,"""Anak selamat udh senang, nyawa selamat udh bersyukur, udh gak mikir apa-apa lagi udah"", feel-nya ngena bnget ke hati 😢. Sehat selalu saudara2 korban banjir di Sumatra, semoga bantuan2 yang telah terkumpul sampai kesana secara merata",8,2025-12-08T08:09:38Z
@septiandwisaputro8278,top,0,2025-12-08T08:09:24Z
@esportkw2248,bensin 1liter 200rb 😢,0,2025-12-08T08:04:48Z
@KhomsatunAsa,Terimakasih bang ferry dan orang² baik yg sigap membantu saudara kita yg terkena  musibah..,1,2025-12-08T08:04:36Z
@BRILIANT660,Semoga tidak Ada lagi bencana lagi diseluruh  pulau diindonesia dan pejabat2nya sadar jangan terlalu  menggunduli hutan dan harus menjaga alam agar alam dan manusia berdampingan,0,2025-12-08T08:02:37Z
@rusdikombih3773,saran sih mending bawa alat filter air daripada truck air lebih hemat ruang,0,2025-12-08T08:02:00Z
@BangIkiii_4,"GILA BENSIN 1JT 5 LITER? WOW SUNGGUH LAWAK NEGERI INI,KALAU DI JAKARTA BGITU MUNGKIN SUDAH DEMO BESAR2AN,TPI MASYARAKAT DISANA TTP SABAR..GILA SAKIT INI NEGERI INI SAKIT",0,2025-12-08T07:59:49Z
@MayaIndria-m1n,"Ya Allah...hentikan lah perbuatan org² dzolim...
Allah sebaik baik pelindung negri ini...🤲😭",0,2025-12-08T07:57:04Z
@cenilan,"ketila MAS IRWANDI mengulang kata-kata ""hANYA MENCEKAM DI SOSIAL MEDIA"", BERGEMURU AMARAKU, begitu bangsat dan bajingannya mereka itu.",0,2025-12-08T07:55:37Z
@adesuryafirdaus1,❤salut bang,0,2025-12-08T07:55:18Z
@hydoubae8515,L PEMERINTAH 😢,0,2025-12-08T07:53:19Z
@hometoysss,"Sedihhh kali liatnya😢, semoga lekas membaik",0,2025-12-08T07:50:40Z
@ephyahmad8790,"Terima kasih banyak buat Fery,tanpa ikut retret magelang,dia punya kepedulian yg sangat tinggi.salut n solid slalu buat fery 🎉",0,2025-12-08T07:49:50Z
@rinesfpv,"Bg Fer, lu besok nyapres, gw pastiin seluruh keluarga gw milih lu bang.
Salam dari Sumatera Barat, dan terima kasih bg Fer.",0,2025-12-08T07:48:22Z
@Meatloavers,"Pas bang ferry nyampein bantuan dan ngomong, bener2 langsung netes. Berasa bgt frustasinya di sana, kok bisa bencana separah ini dibilang baik-baik aja? Ujung-ujungnya yang peduli sama korban ya warga. Orang-orang di pemerintahan bukan warga Indonesia, bahkan dibilang manusia aja kebagusan",0,2025-12-08T07:47:56Z
@whoami-gi8ht,MANUSIA DAN HEWAN PUN WAJIB KITA MULIAKAN,0,2025-12-08T07:47:33Z
@yusnimar6025,"Aku hanya bisa kirim doa dan shalawat untuk yang kena musibah dan para relawan "" Allahummashalli'ala sayyidina Muhammad wa'ala alihi sayyidina Muhammad, . Semiga semuanya sehat dan baik kembali seperti semula,,,, Aamiin Allahumma  aamiin,,,",2,2025-12-08T07:46:02Z
@opahelziore,Udh jgn bnyak omong kasian yg laper,0,2025-12-08T07:44:03Z
@Sweet-u6z,😭😭😭 nangis banget ya Allah,0,2025-12-08T07:43:41Z
@yuzmuhamad,😭😭😭,0,2025-12-08T07:40:25Z
@auliasandi8324,Sehat2 trus bang Fery..,0,2025-12-08T07:38:45Z
@Fikryshine,"andai termul masih menjabat,.apakah dia akan terjun sampai gorong -gorong dan pelosok-pelosok",0,2025-12-08T07:34:22Z
@srimaryati4025,Kamu punya Allah yg membantumu dengan niat luhurmu .... 🙏🙏🙏😪😪😪,0,2025-12-08T07:33:58Z
@srimaryati4025,Sehat2 kamu ya nak Fery .... Kami mendoakanmu  .... Jaga kesehatan juga ya ... 🤲🤲🤲👍👍👍🙏🙏🙏,0,2025-12-08T07:32:56Z
@yuwakusuara,Ditunggu konten selanjutnya bang,0,2025-12-08T07:30:57Z
@RahmaDina-x1v,Anda wakil rakyat bang ferry. Smoga Allah lindungi,0,2025-12-08T07:27:31Z
@forAL_16,"Bang coba pertimbangankan bantuan dengan filter air jenis PVDF, mampu memjernihkan air kotor menjadi jernih dan mudah di maintenance, namun untuk layak minum harus d masak/disterilkan mengunakan UV terkebih dahulu.",0,2025-12-08T07:25:37Z
@khanzanaraa,njir sejuta 5 liter😢,0,2025-12-08T07:25:30Z
@wahyuningsihahmad8530,Bensin lima liter satu juta💔😰😭😭💔,0,2025-12-08T07:23:51Z
@UlFandi-j9o,😭😭😭,0,2025-12-08T07:20:35Z
@SidulurCell,Terima kasih.,1,2025-12-08T07:19:41Z
@ummichanmodis,"Terima kasih bang irwan, ream relawan dan semua yg sudah menymbang untuk sumatra, sehat selalu org2 baik dimudahkan segala urusanya❤
Pamanku di sekrak tamiyang sami skrg tdk bisa dihubungi😢",0,2025-12-08T07:14:02Z
@rifkisetiawan8674,"bang ferr, terimakasih 🥲",0,2025-12-08T07:12:04Z
@salahuddinsal7123,"Ya allah.. Dengar anak aja selamat... Netes air mata aku.. 😢
Maaf kan aku gak bisa bantu cuman liat doang",0,2025-12-08T07:11:28Z
@Bernavidaf,"hebat masyarakat Indonesia, mereka yg diatas bukan rakyat Indonesia",0,2025-12-08T07:11:04Z
@ReydhoRizmi,"Makasih bang udh datang memberi bantuan ke kota kelahiran saya, terima kasih buat bg ferry",0,2025-12-08T07:10:20Z
@hedayats2010,❤❤👍👍,0,2025-12-08T07:09:21Z
@RFishingBackpacker,VIRALL KAN UPPPP,0,2025-12-08T07:07:55Z
@TaufikGalaxy-u2s,Bang di perdalaman terenggulun aceh tamiyang bang tolong di bantu bang,0,2025-12-08T07:07:13Z
@adityarahman5751,"Bencana itu berupa memiliki pemerintah yg kek bgst, mereka mungkin liat kondisi dilapangan tapi tutup mata , sekali lgi bhn pemerintah lo dungu",0,2025-12-08T07:06:56Z
@EgaDigital-p6g,"Pemerintah bergerak lambat, rakyat lebih cepat",0,2025-12-08T07:04:16Z
@TerusBerjuang-f7r,Alhamdulillah ya Allah 😢😢😢😢😢,0,2025-12-08T07:04:03Z
@SaipulBahri-wi6st,Trimaksih atas kepeduliannya kusus nya untuk Tamiang...moga sukses dan sehat sll bg Fery...slm Jambi tamiang,0,2025-12-08T06:59:25Z
@JackRoyal82,"udah bener aceh merdeka aja, papua juga merdeka",0,2025-12-08T06:57:51Z
@coclegend5098,hayang milu bang fer,0,2025-12-08T06:57:31Z
@vivBrownBlue,"Thkuu bang Ferry..  for caring the animals alsooo ♡ #salut, in tears ...",0,2025-12-08T06:57:23Z
@lismaryam9390,Jazakallah khair Ferry...semoga Allah balas kebaikannya dengan berlimpah berkah. Kapan galang lg donasi minta rekeningnya ya....,0,2025-12-08T06:56:57Z
@RizalalmuminSaen12,Presiden kita sekarang dan tahun lalu aja  penjahat bro ya gini negara kalo di pimpin sama penjahat ancur isinya di otaknya cuma uang uang uang kekuasaan ngelonte tiap malem sampe muka bengkak kaya babi,0,2025-12-08T06:56:43Z
@Ilhammaulana-qs4vt,nangis banget yaallah liat nya🥹🥹,0,2025-12-08T06:56:18Z
@muhammadidmuauzi1713,real NIKA ❤,0,2025-12-08T06:51:09Z
@sheraseptiana964,bang nangis loh liat video nya bjir,0,2025-12-08T06:47:54Z
@KohArief,Luar biasa bang ... jaga kesehatan ... tetap istiqomah ... semoga banyak generasi muda yang menonton ini ... dan menjadi inspirasi untuk menumbuh kembangkan rasa empati sesama ...,0,2025-12-08T06:47:13Z
@ArfidaNovia,"Alhamdulliah ,Allah tambh rezeki, pnjng umur pd mas ferry irwandi atas jasa nya yg sangt luar biasa🤲🤲🤲🙏",0,2025-12-08T06:46:36Z
@esadewantara1299,semoga Allah membalas kebaikan abang. dan semoga Allah meng azab pemerintah dengan segala pejabat anjing,0,2025-12-08T06:45:46Z
@FarhanBayuValesa,200k  bensin😢,0,2025-12-08T06:45:43Z
@dickyfw7068,"Kenapa fery irwandi dkk lebih cepet masuk ke daerah korban banjir dan kasih bantuan dibanding pemerintah yang punya segala fasilitas, SDM dan logistik. Apa ngga malu yah pemerintah lihat video ini?",0,2025-12-08T06:45:16Z
@tutikyustiani6289,"Saya salut, putra indo yg punya hati buat kemanusiaan, bantuan tepat sasaran, jaga kesehatan",0,2025-12-08T06:44:09Z
@JayalahIslam,"Seharusnya sumbangan sebesar itu disumbangkan ke Palestina, karena mereka sedang berperang dengan Yahudi Israel...",0,2025-12-08T06:39:29Z
@AbexTomy,Untung bukan pjabat .kalo pejBat pasti dibilang pencitraan,0,2025-12-08T06:38:18Z
@fadelmbaihaqi6162,Dari jaman kejaman liat pemerintahan kayanya ini puncak terbobroknyaa kita butuh evolusi supremasi,0,2025-12-08T06:37:52Z
@cahyapurnama8738,"Kaum korup senang kalo liat ginian .
Bisa slow masih banyak orang yang mau menyumbangkan sedikit keringat ny buat aceh",0,2025-12-08T06:34:46Z
@syawalsyajadah9380,"Semangat, Sehat Rahmat Berkah selalu bang Feri bersama tim",0,2025-12-08T06:30:44Z
@Atihnurhayanti,Lebih berbobot dari yang bawa beras sekarung itu 😢 semangat untuk para relawan ❤,0,2025-12-08T06:29:59Z
@srimaryati4025,"Semoga Allah senantiasa melindungi dan menjagamu nak Ferry , sukses dunia dan selamat diakherat .... 🤲🤲🤲♥️♥️♥️",0,2025-12-08T06:29:30Z
@ghurobachannel8803,"Semangat bang Ferry, semoga semua relawan senantiasa sehat wal'afiat. In syaa Allooh jadi amal Sholeh 🤲🩵",0,2025-12-08T06:28:38Z
@lelegaming746,"Persatuan hanyalah sperti tai kucing..bencana Sebesar ini aja malas ditanggapi malah di pukul rata dengan kata membaik. Begitu dtg malah seperti kampanye..""mau seperti"" ""mau kita tumpaskan blablabla"". Begitu banyaknya pajak yg kita bayarkan enggan dipakai untuk Skala sperti ini..masih sanggup prioritaskan mbg..kenapa tidak dipangkas dlu dana untuk mbg atau di berhentikan sementara program nya.",0,2025-12-08T06:25:06Z
@papaqueentv2675,Sehat selalu bg Ferry dan rakyat ❤❤❤❤,0,2025-12-08T06:25:04Z
@SARISITI-b1h,"sehat selalu bang ferry, semoga selalu diberi kesehatan dan keselamatan dalam membantu korban bencana di sumatera... aamiin",0,2025-12-08T06:23:23Z
@bggodie,yg bilang cuma mencekam di sosial media.. satu kata buat ko aah.. dua katalah.. BAPAK KAU!!!!!,0,2025-12-08T06:21:47Z
@bangpend0858,"Yang aku heranin dri orang sana itu, buat makan aja susah, apalagi minum. Tapi kalo buat ngerokok bisa.. Kan aneh",0,2025-12-08T06:19:39Z
@muhammadassiddiq8896,makasihh yaaa bngg.. semoga saudara kita di 3 provinsi itu cepat pulih dan normal.. aamiin..,0,2025-12-08T06:19:01Z
@KontenBangOjol,"Bang @Ferry Irwandi setelah kejadian gempa di cianjur sepengalaman kami butuh juga tuh kayak CD(Celana) apalagi buat anak2, semoga orang baik di lindungi oleh Allah SWT ... Amin",0,2025-12-08T06:18:20Z
@nengwini2001,Semoga Allah melimpahkan Berkah buat Abang... sehat selalu Bang 🙏🏻,0,2025-12-08T06:18:04Z
@risdasihombing7307,"Bg Ferry, hidup sehat lebih lama yaaa, Allah melindungi menyayangi merahmati ❤",0,2025-12-08T06:16:52Z
@SendratariAncika,Bang please potong rambut. Biarrrr warga warga yg loe bantu bisa lebih mengenali loe bang😂😂 karna jujur rambut loe ganggu,0,2025-12-08T06:14:20Z
@izayuliana9569,"Terimakasih ya bang atas semua usaha dan lelahmu,
Semoga Allah balas dengan balasan yang paling indah, 🤲",0,2025-12-08T06:12:24Z
@rahayufitriayu9941,"Makasih ya Bg. Makasih byk. Semoga kebaikan Bg Ferry dibalas berkali"" lipat oleh Allah, ABG selalu d lindungi, dan sgala urusan ABG dipermudah oleh Allah. Amiin",0,2025-12-08T06:11:45Z
@triwilzayusrizal6274,"Sehat2 peri, nih bang RIRI  salam dari JAMBi 👍👍👍",0,2025-12-08T06:11:27Z
@andreano8532,rakyat 1-0 negara,0,2025-12-08T06:09:46Z
@andreano8532,lagi lagi rakyat menang,0,2025-12-08T06:09:34Z
@GitaPratiwi-lt2xc,"Jujur geter nangis bgt nontonnya. Mari kita panjatkan do'a terus buat sesama rakyat. Kita kuat, kita bareng-bareng.",1,2025-12-08T06:08:08Z
@jasonzw6754,Semangat Bang👍👍👍,0,2025-12-08T06:06:13Z
@moderate7958,Besabar. Semuga gusti Allah memulihkan semua.,0,2025-12-08T06:04:18Z
@ricko9634,"JADI PRESIDEN AJA BANG, rakyat bersamamu",0,2025-12-08T06:04:00Z
@jainalarifin4741,sedih banget bg aku liatnya ...mudah mudahan sodara kita di asana diberikan kesabaran dan ketabahan😂😂😂😂,0,2025-12-08T06:02:47Z
@faradandiansitompul3426,"Salam kenal bang...Saya di kota Padang..Meskipun belum sebanyak bang Ferry, alhamdulillah saya juga ikut berbagi sedikit ke teman2 di Padang..Kemaren ni kami ke lokasi Batu Busuk dan Tunggul Hitam untuk berbagi kebutuhan seperti beras, dll serta makanan kucing.. Makasi juga karna peduli kepada hewan ya bang...Insyaallah dari rakyat untuk rakyat, kita bisa..",96,2025-12-08T05:59:39Z
@nofall4033,gak ngotak yg jual di mahal mahalin pas lagi kek gitu anjink memmang,0,2025-12-08T05:57:28Z
